id	ER-ATH-ERR1084765	ER-ATH-ERR1084764	ER-NOD-ERR1084806	ER-NOD-ERR1084805	TN-ATH-ERR1084766	TN-ATH-ERR1084768	TN-NOD-ERR1084799	TN-NOD-ERR1084798
ENSG00000174607	0	0	0	0	0	0	0	0
ENSG00000174697	0	0	0.705202	0	2.05009	1.79665	1.78839	0.322437
ENSG00000174749	2.66207	2.7899	2.76031	1.98412	2.36074	3.37135	2.71203	3.04761
ENSG00000174799	0	1.57266	0	0	0	0	0	0
ENSG00000174807	1.76744	0	2.0682	0.864518	5.94817	4.87936	4.66173	0.833476
ENSG00000174917	0	0	0	0	0	0	0	0
ENSG00000174951	0	0	0	0	0	0	0	0
ENSG00000175110	0	0	0	0	0	0	0	0
ENSG00000175182	0	0	0	0	0	0	0	0
ENSG00000175220	0	0	0	0	0	0	0	0
ENSG00000175322	2.00452	2.63149	3.47903	3.66227	4.75665	2.72165	2.25559	4.18455
ENSG00000175352	0	0	0	0	0	0	0	0
ENSG00000175354	0	1.86267	1.17112	0	0	0.943726	0	0
ENSG00000175556	2.29856	0	0	4.64505	4.90395	4.21865	3.91099	5.4432
ENSG00000175581	0	0	0	0	0	0.894849	0	0
ENSG00000175595	0	0	0	0	0	0	0.664915	0.979562
ENSG00000175611	0	0	0	0	0	0	0	0
ENSG00000175727	0	0	1.2648	0	0	0	0	0
ENSG00000175782	0	0	0	0	0	0.680547	0	0
ENSG00000175873	0	0	0	0	0.804793	0	0	0.646647
ENSG00000175985	0	0	0	0	0	0.829654	0	0
ENSG00000176155	0	0	0	3.39051	0	0	0	0
ENSG00000176227	0	0	0	0	0	0.939114	2.56084	0
ENSG00000176320	0	0	0	0	0	0	0	0
ENSG00000176401	0	0	0	0	0	0	0	0
ENSG00000176406	0	3.47903	0	0	0	0	2.81365	0
ENSG00000176407	0	0	0	0	6.13134	0	2.00452	0
ENSG00000176422	0	0	0	0	0	0	0	0
ENSG00000176593	0	0	0	0	0	0	0.7275	0
ENSG00000176700	0	0	0	0	0	0	0	0
ENSG00000176720	0	0	0	0	0	0	0	0
ENSG00000176915	0	0	0	0	0.957042	0	0	0
ENSG00000176920	0	0	0	0	0	0	0	0
ENSG00000176953	8.52507	8.38099	7.75401	8.53871	8.80891	7.90581	7.80323	7.72904
ENSG00000177000	0	0	0	0	0	0	0	0
ENSG00000177058	1.9679	2.60392	1.10674	0	0	1.67013	2.74642	1.40469
ENSG00000177084	0	0	2.01389	0	0	0	0	0.782118
ENSG00000177225	0	1.73259	0.636803	0	0	0	0	0.641929
ENSG00000177363	0	0	0	0	0	0	0	0
ENSG00000177369	2.35162	0	0.921757	0	0	0	0	0
ENSG00000177463	0	0	0	0	0	0	0	0
ENSG00000177595	0	0	0	0	0	1.9679	0	0
ENSG00000177600	0	0	4.16158	3.47903	2.03671	0	1.53795	2.64521
ENSG00000177683	0	0	0	0	0	0	0	0
ENSG00000177697	0	0	0	0	1.92763	0	0	0
ENSG00000177738	0	0	0	0	0	0	0	0
ENSG00000177879	3.38177	3.57014	4.42411	4.04129	4.53419	3.06509	3.31963	3.22191
ENSG00000177946	0	0	0.820255	0	0	0	0	0
ENSG00000178078	0	0	0	0	0	0	0	0
ENSG00000178184	0	0	0	0	0	0	0	0
ENSG00000178187	0	0	0	0	0	0.339692	0	0
ENSG00000178202	0	0	0	0	0	0	0	0
ENSG00000178343	0	0	0	0	5.81093	0	0.697668	3.1672
ENSG00000178395	0	0	3.29987	2.21895	0	0	1.14691	1.87094
ENSG00000178458	0	0	0	0	0	0	0	0
ENSG00000178665	0	0	0	0	0.392202	1.83782	0	0.869798
ENSG00000178691	0	0	0	0	0	0	0	0
ENSG00000178722	0	0	0	0	0	0	0	0
ENSG00000178809	0	1.75252	0	0	0	0	0	0.808013
ENSG00000178921	0	0	0	0	0.646647	0	0	0
ENSG00000178927	2.31365	0	1.51278	0	0	0.664915	1.15537	0.416472
ENSG00000178934	0	0	0	9.92782	0	5.41066	5.05739	4.26846
ENSG00000178935	0	0	0	0	0	0	0	0
ENSG00000178982	0	0	0	0	1.94357	0	0	0
ENSG00000178997	0	0	0	0	0	0	0	0
ENSG00000179059	0	0	0	0	0	0	0	0
ENSG00000179101	0	0	0	0	0	0	0	0
ENSG00000179134	0	0	0	0	0	2.77781	0	1.79341
ENSG00000179219	0	0	0	0	0	0	0	0
ENSG00000179240	0	0	1.25733	0	0	0	0	0
ENSG00000179295	0	0	0	0	2.46468	0	0	0
ENSG00000179314	0	0	0	0	0	0	0	0
ENSG00000179454	0	0	0	0	0	0	0.116363	0
ENSG00000179611	2.7899	0	0	1.92344	0	0	1.38407	0
ENSG00000179636	0	3.39051	0	0	2.45678	4.68023	0.804793	2.98178
ENSG00000179766	1.94357	0	2.00452	0.869798	3.64419	2.6393	2.53898	3.21111
ENSG00000179820	0	0	0	0	0	0	0	0
ENSG00000179859	1.78839	0	0	0.866916	0.683104	0	0	0
ENSG00000179912	0	3.28659	0	0	0	0	0	0
ENSG00000179935	0	0	0	0	0	0	0	0
ENSG00000180185	0	0	0	0	0	0	0.808013	0
ENSG00000180251	1.78209	0	0	0	0	1.40469	0	0.296034
ENSG00000180347	0	0	2.73577	0	0	4.1143	3.05386	5.94259
ENSG00000180479	0	0	0	0	0.904711	0	0	0
ENSG00000180481	0	0	1.24807	0	0	0	0	0
ENSG00000180488	0	0	1.71002	0	0	0	0.190602	0
ENSG00000180658	0	0	4.45131	0	0	0	0	0
ENSG00000180758	0	1.56132	0	0	0	0	0	0.171474
ENSG00000180801	4.08149	1.61962	4.3627	5.99807	5.83042	6.45132	3.00675	2.69435
ENSG00000180806	0	0	1.47771	2.46989	0	0	0	0
ENSG00000180817	0	0	0	0.690892	0	0	0	0
ENSG00000180861	0	0	0	4.01367	2.18276	4.31597	3.67658	0.786254
ENSG00000180979	0	0	0	0	0	0	0	0
ENSG00000181019	0	0	0	0	0	0.299179	0	0
ENSG00000181104	0	0	0	0	0	0	0	0
ENSG00000181126	0	0	0	0	0	0	0	0
ENSG00000181135	0	0	0	0	0.605021	0	0	0
ENSG00000181264	1.54963	0	0	0	0	0	0	0
ENSG00000181396	0	0	0	0	0	0	0	0
ENSG00000181458	2.93959	3.30875	3.23099	1.79665	2.97869	4.47817	2.76386	3.25515
ENSG00000181666	0	0	0	0	0	0	1.95051	0
ENSG00000181690	2.16505	0	3.32562	2.78538	4.66173	6.11677	1.11772	1.18586
ENSG00000181704	0	0	0	0	1.26674	1.57266	0	0.890821
ENSG00000181873	0	0	0	0	0	0	0.0909436	0.276652
ENSG00000181896	1.35758	0	1.63136	0	0	0.358993	0	0
ENSG00000181904	0	0	0	0	0	0	0	0
ENSG00000182013	0	0	0	0	0.49151	0	0	0
ENSG00000182103	0	0	0	2.38931	3.25118	5.93177	3.30875	3.35682
ENSG00000182141	0	0	0	0	0	0	0	0
ENSG00000182173	0	0	0	0	1.79665	0	0	0
ENSG00000182180	0	0	0	0	0	0	0	0
ENSG00000182183	0	0	0	0	2.34518	3.4125	4.24378	4.07017
ENSG00000182253	3.44827	3.59048	0.66228	1.78839	0.200115	3.15428	5.1097	4.32817
ENSG00000182318	0	0	1.57266	0	0	0	0	0
ENSG00000182378	1.72462	0	0	0	0	0	0	0
ENSG00000182389	0	0	0	0	0	0	0	0
ENSG00000182473	0	0	0	0	0	1.6855	0	0.380206
ENSG00000182500	1.93532	0	0	0	0.884226	0	0	0
ENSG00000182545	0	0	0	0	0	1.16334	0	0
ENSG00000182612	0	0	0	0	0.896765	0	0	0
ENSG00000182670	0	0	0	0	0.146106	0.564307	0	0
ENSG00000182704	0	0	0	0	0	0	0	0
ENSG00000182718	7.30205	6.32323	7.24248	8.06238	7.98794	7.84227	7.93804	7.14969
ENSG00000182742	0	0	7.91428	6.11779	4.68023	0	4.8126	0.301671
ENSG00000182749	0	0	0	0	0	0	0	0
ENSG00000182986	0	0	0	0	2.38608	0	0	0
ENSG00000183010	8.98781	9.16329	8.83797	8.20457	6.08236	8.48118	8.05839	8.3418
ENSG00000183044	0	0	0	0	0	0	0	0
ENSG00000183049	0	0	0	0	0.334298	0	0	0.0909436
ENSG00000183077	0	2.72721	0	0	1.5961	0	0.801592	0
ENSG00000183137	0	0	0	0	0	0	0	0
ENSG00000183145	0	0	0	0	0	0	0	0
ENSG00000183148	0	0	0.957042	0	0	0	0	0
ENSG00000183283	0	0	0	0	0.360766	0	0	0
ENSG00000183287	0	0	0	0	0	0	0	0
ENSG00000183292	0	0	0	0	0	0	0	0
ENSG00000183308	0	0	0	0	0	0	0	0
ENSG00000183323	0	0	0	0	0	0.518727	0	0
ENSG00000183401	0	0	0	1.75853	0	0	0	0
ENSG00000183426	0	0	0	0	0	0	0	0
ENSG00000183474	0	0	0	2.42787	0	0	0.699019	2.03671
ENSG00000183520	2.71649	0	2.29856	0	0	0	0	0.673123
ENSG00000183569	0	0	0	0	0	0	0	0
ENSG00000183571	0	0	0	2.41389	4.26846	4.6028	4.57929	4.52147
ENSG00000183579	0	0	0	0	0	0.608261	0	0
ENSG00000183597	0	0	0	0	0	0	0	0
ENSG00000183688	0	0	0	0	0	0	0	0
ENSG00000183696	0	0	0	0	0.629691	0	0	0
ENSG00000183762	0	0	0.960728	0	0	0	0	0.117548
ENSG00000183765	0	0	1.58835	0	0	0	0	0
ENSG00000183780	0	0	0	1.28308	0	3.22191	0	1.92763
ENSG00000183785	0	0	0	0	0	0	0	0
ENSG00000183831	0	0	4.63498	0	6.54081	2.74642	6.54777	3.54011
ENSG00000183856	1.19633	1.50129	0.757291	0.951483	2.66207	0	1.29126	0
ENSG00000184009	6.2358	5.99064	3.87566	4.85846	6.51511	2.76386	4.6028	6.21297
ENSG00000184056	0	0	0	0	0	0	0	0
ENSG00000184164	0	0	0	0	0	0	0	0
ENSG00000184209	0	0	0	0	0	0.877387	0	0
ENSG00000184220	0	0	0	0	0	0	0	0
ENSG00000184224	0	0	0	0	0	0	0	0
ENSG00000184277	0	0	0	0	0	0	0	0
ENSG00000184319	0	0	0	0	0	0	1.17688	0.946146
ENSG00000184330	0	0	0	0.617084	0	0	0	0
ENSG00000184414	0	0	0	0	1.19633	0	0	0
ENSG00000184454	0	0	0	0	0	0	0	0
ENSG00000184500	0	0	0	1.15537	7.55886	6.79374	1.48196	3.73003
ENSG00000184635	0	0	0	0	0	0	0.897448	0
ENSG00000184647	0	0	0	0	2.17088	0	0.982406	0
ENSG00000184682	2.12209	0	0	0	0	0	0	0
ENSG00000184787	0	0	0	0	0.557601	0	0	0
ENSG00000184898	0	0	0	0	0	0	0	0
ENSG00000184900	2.10746	3.33713	0	1.16097	0	0	0.786254	2.32354
ENSG00000184939	0	0	0	0	2.27056	2.44368	0	0
ENSG00000184988	0	0	0	0	0.51104	0	0	0
ENSG00000185019	0	1.65509	0	0	0	0	0	0.20598
ENSG00000185044	0	0	3.09557	1.61201	3.3495	2.33994	1.67858	1.65509
ENSG00000185088	0	0	0	0	0	1.58312	0	0
ENSG00000185155	1.9796	0	3.83876	0	5.04246	3.91099	3.77194	2.61213
ENSG00000185158	0	0	0	0	0	0	0	0
ENSG00000185252	0	0	0	0	0	0	0.288159	0
ENSG00000185324	0	0	0.715126	0	0	0	0	0
ENSG00000185344	0	0	0	1.38407	0.740832	0	0.894849	0
ENSG00000185345	0	1.67858	0	0	0	0	0	0
ENSG00000185361	0	0	1.54305	0	0	0.548606	0	0
ENSG00000185404	0	0	0	0	0	0	0	0
ENSG00000185414	0	0	0	0	0	0	0	0
ENSG00000185432	0	2.51248	2.17088	0	0	0	0.752613	0
ENSG00000185436	1.40469	2.31616	1.34892	2.11197	1.60572	0.775509	0.825082	0.209551
ENSG00000185477	0	0	0	0	0	0	0	0
ENSG00000185479	0	0	0	0	0	0.796478	0.623586	0
ENSG00000185554	0	0	0	0.605021	5.48753	0	0.641929	0
ENSG00000185608	0	0	0	0	0	0	0	0
ENSG00000185634	0	0	0	0	0	0	0	0
ENSG00000185651	5.42257	5.96774	4.89632	4.69472	5.51367	4.33522	5.34501	5.15554
ENSG00000185658	4.3627	4.00907	3.18633	2.71203	3.13693	2.78538	1.63922	3.15022
ENSG00000185863	3.96883	3.5207	4.1143	4.27898	0	0	2.86286	4.49805
ENSG00000185869	0	0	0.734958	0	0.911752	1.98854	0	0.085589
ENSG00000185880	0	0	0	0	0.52676	0	0	0
ENSG00000185945	0	0	0	0.61062	8.74158	0	1.58835	0
ENSG00000186001	1.85152	1.80274	0.794013	1.20836	0.351295	0.629691	0.757291	0.896765
ENSG00000186073	6.47069	6.45848	4.87108	6.43267	6.33381	7.05881	5.69336	6.25123
ENSG00000186081	0	0	0	3.07686	0	2.08799	0	0
ENSG00000186188	0	0	0	0	0	0.565562	0	0
ENSG00000186329	0	0	2.18006	0	1.85809	2.54509	3.35682	2.70051
ENSG00000186468	3.14522	4.48513	4.30568	2.47895	5.98141	3.44019	3.44827	4.01367
ENSG00000186481	0	0	2.09908	0	0	0	0	0
ENSG00000186487	0	0	0	0	0	0	0	0
ENSG00000186530	0	0	0	0.57577	2.88595	0	3.18633	2.30869
ENSG00000186532	0	0	0	0	0	0.458843	0	0
ENSG00000186652	3.56088	4.00054	3.16235	3.13031	5.14049	6.69922	4.7729	4.7729
ENSG00000186687	0	0	0	0	0	0	0	0
ENSG00000186814	0	0	0	0.719518	0	0.155094	0	0
ENSG00000186832	0	0	0	0	0	2.22317	0	0
ENSG00000186847	0	0	0	2.65914	0	6.2306	6.13238	0
ENSG00000186867	0	0	0	0	4.13115	2.79279	4.16158	0
ENSG00000186960	0	0	2.97383	0	0	2.24337	0.907628	1.69896
ENSG00000187147	0	0	0	0	0	0	0	0
ENSG00000187244	0	0	3.1911	0	0	0	0	0
ENSG00000187268	0	0	0	0	1.75853	0.583817	0	0
ENSG00000187446	0	0	0	0	0	0	0	0
ENSG00000187486	0	0	0	0	0	0	0	0
ENSG00000187595	0	0	0	0	0	0	0	0
ENSG00000187609	0	0	0	0	0	0	0	0
ENSG00000187621	0	0	0	0	0	0	0	0
ENSG00000187634	0	0	8.32819	5.43582	3.21111	2.293	4.31597	1.70365
ENSG00000187650	0	0	0	0	0	0	0	0
ENSG00000187653	4.00054	3.39619	2.5187	4.31597	6.08593	0	5.96157	3.69668
ENSG00000187715	1.48196	0	0	0	0	0	0	0
ENSG00000187764	0	0	0	0	0	0	0	0
ENSG00000187860	0	0	0	0	0	0	0.20231	0.195797
ENSG00000187980	0	0	0	0	0	0	0	0
ENSG00000187994	0	0	0	0	0	0	0	0
ENSG00000187997	0	0	0	0	0	0	0	0
ENSG00000188000	0	0	0	0	0	0.61062	0	0
ENSG00000188033	0	0	0	0	0	0.647552	0	0
ENSG00000188060	0	0	1.12676	0	0.827444	0	0	0
ENSG00000188107	0	0	0	0.833476	0	0.772884	0.621429	0
ENSG00000188112	0	2.81365	0	0	0	0	0	0
ENSG00000188130	0	0	0	0	0	0	0	0
ENSG00000188227	1.39264	0	0	0	0.329873	0.42152	0	0.285581
ENSG00000188295	0	0	0	0	0	0	0	0
ENSG00000188305	0	0	0	0	0	1.71823	0	0
ENSG00000188306	0	0	3.63495	3.67886	0	2.10218	2.91657	0.699019
ENSG00000188352	0	0	0.732966	0	0	0	0	0
ENSG00000188419	0	0	0	0	0	0	0	0
ENSG00000188428	7.2404	7.27087	6.27154	6.61227	6.46722	5.97843	6.33426	5.34939
ENSG00000188493	0	0	0	0	0	0	0	0
ENSG00000188501	1.64869	0	0	0	0	0	0	0
ENSG00000188505	0	0	0	0.991574	0	0	0	0
ENSG00000188522	0	0	0	0	0	0	0	0
ENSG00000188529	0	0	1.36665	0	0	0	0.833476	0
ENSG00000188554	0	0	0	0	0	0	0.351295	0
ENSG00000188596	0	2.19822	1.70365	0.731744	0	3.63495	1.2648	2.58046
ENSG00000188612	9.24117	9.18152	9.29474	8.38619	9.26947	7.56854	8.5684	8.63161
ENSG00000188677	0	1.9679	0	0.564307	0	0.68707	0.47108	0.156686
ENSG00000188732	0	0	0	0	0	0	0.275319	0
ENSG00000188735	0	0	0	0.792319	0	0	0	0.450442
ENSG00000188738	1.9983	0	2.13631	1.61962	1.65832	0.724241	0.826241	2.10218
ENSG00000188739	0	0	0	0.983561	0	0.913534	0.734958	0
ENSG00000188783	0	0	0	0	0	0	0	0
ENSG00000188822	0	0	0	0	0	1.63922	0	0
ENSG00000188825	0	0	1.62211	0	0	0	0.564307	0
ENSG00000188859	3.85765	2.65914	4.7156	0.921757	4.24378	8.11315	2.60392	5.74681
ENSG00000188938	0	0	0	0	0	0	0	0
ENSG00000188971	1.11073	0	0	0	0	0	0.0811494	0.0891984
ENSG00000188976	8.61337	8.17152	7.70302	8.68223	6.205	8.01298	7.87793	7.55884
ENSG00000189002	0	0	0	0	0	0.887698	0	0
ENSG00000189042	0	0	0	0	0	0	0	0
ENSG00000189051	0	0	0	0	0	0	0	0
ENSG00000189127	1.51934	0	0	4.91682	0	0	2.10746	0.798963
ENSG00000189136	0	0	0	0	0	0.820255	0	0
ENSG00000189164	0	0	0	0	0	0	0	0
ENSG00000189223	0	0	0	0	0	0	0	0
ENSG00000189229	0	0	2.11197	0	0	0	0	0
ENSG00000189233	0	0	0	0	0	0	0	0
ENSG00000189298	0	0	0	0.579029	0	0	0	0
ENSG00000189316	0	0	0	2.34518	2.09258	5.4581	3.32562	5.24555
ENSG00000189339	0	0	0	0	0	0	0	0
ENSG00000189401	0	0	0	0	0	0.973935	0	0
ENSG00000189403	0	0	0	0	3.66227	0	0	0
ENSG00000196081	0	0	0	0	0	0	0	0.955312
ENSG00000196096	0	0	1.24443	0	0	0	0	0
ENSG00000196118	0	0	0	0	0	0	0	0
ENSG00000196141	0	3.15428	2.22984	0	0	0	0	0
ENSG00000196199	0	0	0.597716	0	0	0.485016	0	0
ENSG00000196205	0	0	3.38177	0	2.66748	3.08434	0	0
ENSG00000196208	0	0	0	0	0.137544	0	0	0
ENSG00000196220	0	1.51934	0	0	0	0	0	0
ENSG00000196227	0	2.01389	1.18306	0.836145	0	0.355928	0.204553	0.52676
ENSG00000196236	0	0	0	0	0	0	0.0891984	0
ENSG00000196262	2.70051	2.956	2.68039	2.71649	3.39619	0	2.128	0
ENSG00000196263	1.20836	0	1.77182	0	0	0.329873	0.358993	0.748262
ENSG00000196267	0	0	0	0	2.0959	0	0	0
ENSG00000196275	0	0	0	0	0	0.845921	0	0
ENSG00000196295	0	2.74642	0	0	0	0.253335	0	0
ENSG00000196355	0	0	0	0	0	1.51934	0	0.690892
ENSG00000196417	1.38407	1.63136	0	0	0	0	0	0
ENSG00000196531	8.82153	8.52379	8.70478	8.01929	9.29699	8.17919	7.43808	8.42867
ENSG00000196533	0	0	0	0	0	1.61201	0	0.740832
ENSG00000196566	0	0	0	2.0796	0	0	0	0
ENSG00000196584	0	0	0	0	0.565562	0	0	0
ENSG00000196628	2.17808	2.19376	3.60656	5.98245	7.13812	5.20434	0.223334	3.47259
ENSG00000196652	0	0	0.542811	0	0	0	0	0
ENSG00000196655	0	0	0	0	0	0	0.951483	0.850672
ENSG00000196656	8.95067	8.68595	9.14147	8.93471	7.01777	6.82653	7.76182	8.27256
ENSG00000196705	0	0	0	0	2.49458	0	0	0
ENSG00000196743	0	0	0	0	0	0.855816	0	0
ENSG00000196914	0	0	0	0	0.712685	0	0	0.34285
ENSG00000196917	0	0	0	0	0	0.715126	0	0
ENSG00000196927	0	0	0	0	0	0	0.718535	0.689516
ENSG00000196933	4.1423	4.37162	4.64505	4.90395	0	0	4.18455	0
ENSG00000196961	0	0	0	0	0.597716	0	0	0
ENSG00000196967	0	0	0	0	0.732966	0	0.618234	0.583817
ENSG00000196968	0	2.32354	0	0	0	0	0	0
ENSG00000196998	0	0	0	0	0	0	0	0
ENSG00000197124	0	0.285581	0	0	1.71002	0	0	0
ENSG00000197140	0	0.280793	2.128	0.890821	0.400013	0	0.311398	0.100418
ENSG00000197146	0	0.276652	0	0	0	0	0	0
ENSG00000197181	0	0.275319	0	0	1.18586	0	0	0
ENSG00000197217	1.20507	0.270333	0.53618	0	0	0	0.32585	0
ENSG00000197256	2.43654	0.267169	0	0	0	0	0	0
ENSG00000197261	0	0.25939	0	0	0	0	0	0
ENSG00000197291	0	0.253335	0	0	0	0.983561	0.677517	0
ENSG00000197296	1.40972	0.248631	0	0	0	0	0.210954	0
ENSG00000197324	0	0.288159	0	0	0	0	0	0
ENSG00000197355	0	0.223334	0	0	0	0	0	0
ENSG00000197360	0	0.221369	0	0	0	0	0.991574	0
ENSG00000197363	1.77837	0.218567	0	0	0	0	0	0
ENSG00000197372	0	0.215796	0	2.58046	2.31365	0	0	0
ENSG00000197380	0	0.213028	0	0	0	0	0.829654	0
ENSG00000197448	0	0.212361	0	0	0.76433	0	0	0
ENSG00000197471	0	0.210954	0	0	0	0	0	0
ENSG00000197565	0	0.209551	0	0	0	0	0	0
ENSG00000197576	0	0.20814	0	3.09173	6.0028	7.56524	3.71164	4.39276
ENSG00000197580	0	0.319156	0.911752	0	0	0	0	0
ENSG00000197584	0	3.10169	4.30165	3.67658	3.71164	0.788196	2.99897	4.00054
ENSG00000197632	0	0.339692	2.20837	1.65832	4.87108	10.1674	2.36738	1.49531
ENSG00000197712	1.49531	1.72462	0	0	0.314889	0	0	0
ENSG00000197728	0	0.336252	0	0	2.22317	0	0	0
ENSG00000197757	0	2.27724	0	0	0	0	0	0
ENSG00000197808	0	0.334298	0	0	0.499162	0	0.336252	0
ENSG00000197813	0	0.331081	0	6.11102	6.99823	4.13115	5.25185	6.01144
ENSG00000197816	0	1.71823	1.60947	0.646647	0	0	0.0891984	0
ENSG00000197847	0	0.329873	0	0.734958	0	0	0	0
ENSG00000197860	0	0.329873	0.552318	0	0.30635	0	0	0
ENSG00000197928	0	0.326492	1.16334	0	0	0.58902	0	0
ENSG00000198039	0	2.10746	3.4971	0	1.95543	4.61492	2.64521	5.15098
ENSG00000198046	3.35682	0.32585	5.06291	0	5.34654	0.539739	3.42	0
ENSG00000198053	0	0.324	1.52575	2.65102	3.00675	4.91682	4.97114	4.45131
ENSG00000198089	0	0.322437	0	2.67372	0	0	2.90359	0
ENSG00000198106	0	0.341054	0	0	0.55807	0	0	0
ENSG00000198131	0	0.31852	0	0	0	0	0	0
ENSG00000198153	0	0.314889	0	0	2.59213	3.90237	0.866916	3.06509
ENSG00000198169	0	0.311398	0	0	0	0	0	0
ENSG00000198185	1.88783	0.309436	2.88595	0	3.03573	6.89716	0.593244	0
ENSG00000198198	0	0.30635	0	0	0	0	0	0
ENSG00000198203	0	1.46277	0	0	0	0	0	0
ENSG00000198223	0	0.301671	2.84201	0	0	0	0	0
ENSG00000198250	0	0.299179	0	0	0.0891984	4.06432	3.04761	0.904711
ENSG00000198270	0	0.296034	0	0.0496791	0.839368	0	0	0
ENSG00000198353	0	0.293254	0	0.146106	0	0	0	0
ENSG00000198453	0	0.23137	0	0.136515	0	0	0	0
ENSG00000198483	3.26707	3.54011	2.02497	2.27056	3.62221	5.87983	3.8949	4.16158
ENSG00000198521	0	0.14865	0	0.116363	0.951483	0	0	0
ENSG00000198542	0	0.146106	0	0.107814	0.692684	6.10115	3.79464	2.99897
ENSG00000198556	0	0.137544	0.775509	0.107814	0	0	0	0
ENSG00000198624	0	0.136515	0	0.724241	0	0	0	0
ENSG00000198643	3.61235	3.06118	3.86985	3.23504	2.0545	5.9747	3.19737	9.07623
ENSG00000198681	0	0.117548	0	0.0961709	4.91682	0	0	0
ENSG00000198744	6.4834	6.23525	5.12289	6.56934	4.08149	5.88416	4.46261	5.30455
ENSG00000198759	0	0.116363	0	0.0909436	6.942	0	0.601075	0
ENSG00000198771	1.65509	0.10865	0.744377	0.0802844	5.90833	8.28151	5.94057	1.56676
ENSG00000198858	0	0.107814	0	0.213028	0	0	0	0
ENSG00000198863	0	0.107814	0.654239	0.659047	0	0.209551	0	0
ENSG00000198886	2.76031	0.155094	2.0545	0.210954	0	1.23317	0	0
ENSG00000198887	0	0.107025	0	0.209551	0.198726	0.107025	0	0
ENSG00000198900	0	0.10294	0	0.20814	0.826241	0.0961709	0	0
ENSG00000198912	0	0.102086	0	0.20598	0	0.0909436	0.813975	0
ENSG00000198918	0	0.102086	0	0.204553	5.16381	0.085589	0	0
ENSG00000198938	11.1987	11.245	10.6526	10.8581	8.83761	10.2954	11.7412	9.22284
ENSG00000198947	0	0.100418	0	0.204553	0	0.0802844	0	0
ENSG00000202198	0	0.0961709	0	0.20231	0	0.215796	0	0
ENSG00000203306	0	0.0944624	0	0.198726	0	0.218567	0	0
ENSG00000203307	3.10603	0.0909436	2.38608	0.19279	2.14908	3.4971	1.90357	2.56084
ENSG00000203325	0	0.0909436	0.329873	0.19279	0	0.195797	0	0
ENSG00000203326	0	0.187515	0.331081	0.187515	0.842667	0.171474	0	0
ENSG00000203335	1.81229	0.204553	0.866916	0.880988	0	2.14381	0	0
ENSG00000203387	0	0.204553	0.299179	0.175546	1.35758	0.19279	0	0
ENSG00000203402	0	0.20231	2.78538	0.171474	0	3.21111	0	0
ENSG00000203414	0	0.200115	0.267169	0.166191	0	0.210954	0	0
ENSG00000203435	0	0.198726	1.51934	0.163233	0	1.18586	0.896765	0
ENSG00000203442	0.0909436	0.195797	6.03222	0.161579	0	0.204553	3.85765	0
ENSG00000203469	0.0909436	0.19279	0.0496791	0.159915	0	0	0	0
ENSG00000203472	0.0891984	0.19279	0.0811494	0.102086	0	0	0	0
ENSG00000203499	0.0891984	0.190602	0.0909436	0	0	0	0	0
ENSG00000203506	0.085589	0.20598	0	0	0	0	0	0
ENSG00000203512	0.0838052	0.177949	0	0	0	4.55808	0	4.09439
ENSG00000203527	0.0811494	0.175546	0	0	0.829654	0	0	0
ENSG00000203546	0.0802844	3.04761	2.1405	0	0	0	0	0
ENSG00000203573	0.0944624	0.171474	0.20814	0	0	7.72698	0	0
ENSG00000203574	0.0728258	0.169738	0.117548	0	6.17022	0	0	0
ENSG00000203589	0.0633898	0.166191	0.301671	0	0	0	0	0
ENSG00000203601	4.46261	3.61235	1.78839	2.72165	0	2.93173	2.97869	3.60656
ENSG00000203620	0.0633898	0.163233	0.102086	0	0	0	0	0.58902
ENSG00000203635	0.0537453	0.161579	0	0	0	0	0	0
ENSG00000203650	0.0517205	0.159915	0	0	0	0	0	0.579029
ENSG00000203652	0.0496791	0.156686	0	0	0	0	0	0
ENSG00000203666	1.18586	0.360233	0.341054	0	0	0.0496791	0	0
ENSG00000203667	0.107814	0.602227	0.32585	0.0633898	0	0	0	0
ENSG00000203705	0.155094	0.601075	0.276652	0.0517205	0	0.80968	0	0
ENSG00000203849	0.14865	0.597716	2.74338	0.348318	0	0	2.37964	1.13371
ENSG00000203879	0.146106	0.593244	0.0633898	0.0268889	1.57943	0	0	0
ENSG00000204138	0.137544	0.591993	0.10865	0	0.195797	0	0.161579	0.116363
ENSG00000204172	0.136515	1.57943	0.107814	0	0	0	0	0
ENSG00000204176	0.117548	0.58902	0.137544	0	0	0	0	0
ENSG00000204177	0.116363	1.71002	0.156686	0	0	0	0	0.155094
ENSG00000204241	0.10865	0.586644	0.146106	0	0	0	0	0
ENSG00000204371	0.156686	0.583817	0.116363	0	0.57577	0	0	0
ENSG00000204410	0.107814	0.579029	0.102086	0	0	0	0	0
ENSG00000204514	1.88244	0.605021	0.209551	0.916978	0	0	0	0
ENSG00000204525	6.48893	6.76492	5.0631	5.43224	6.09749	5.01356	5.2801	3.31963
ENSG00000204531	2.11627	0.570411	1.91846	0	0	0.960728	0	0.731744
ENSG00000204576	0.107025	0.565562	0.20598	0.358993	0.42152	0	0	0
ENSG00000204577	0.10294	0.564307	1.23712	0.408966	0	0	0	0
ENSG00000204592	0.102086	0.55807	0.20231	1.82834	2.98178	1.55464	1.51934	0.816965
